itemcode	itemname	date	close_val	change_val	open_val	high_val	low_val
IPE@EB	브렌트유	20151208	40.26	-0.47	40.82	41.45	39.81
IPE@EB	브렌트유	20151211	37.93	-1.8	39.55	39.74	37.36
IPE@EB	브렌트유	20151214	37.92	-0.01	37.85	38.43	36.33
IPE@EB	브렌트유	20151217	37.06	-0.33	37.6	37.93	36.75
IPE@EB	브렌트유	20151223	37.36	1.25	36.37	37.88	36.28
IPE@EB	브렌트유	20151229	37.79	1.17	36.59	37.98	36.56
IPE@EB	브렌트유	20160106	34.23	-2.19	36.64	36.67	34.13
IPE@EB	브렌트유	20160112	30.86	-0.69	31.54	32.38	30.34
IPE@EB	브렌트유	20160115	28.94	-1.94	31.0	31.02	28.82
IPE@EB	브렌트유	20160118	28.55	-0.39	28.73	29.58	27.67
IPE@EB	브렌트유	20160121	29.25	1.37	27.99	29.84	27.29
IPE@EB	브렌트유	20160127	33.1	1.3	31.2	33.49	30.83
IPE@EB	브렌트유	20160202	32.72	-1.52	34.18	34.18	32.23
IPE@EB	브렌트유	20160205	34.06	-0.4	34.39	35.14	33.81
IPE@EB	브렌트유	20160208	32.88	-1.18	33.99	34.68	32.77
IPE@EB	브렌트유	20160211	30.06	-0.78	30.83	31.35	29.92
IPE@EB	브렌트유	20160217	34.5	2.32	32.54	34.99	31.82
IPE@EB	브렌트유	20160223	33.27	-1.42	34.54	35.11	32.9
IPE@EB	브렌트유	20160226	35.1	-0.19	35.1	37.0	34.73
IPE@EB	브렌트유	20160229	36.57	1.13	35.43	36.74	35.08
IPE@EB	브렌트유	20160301	36.81	0.24	36.6	37.25	35.95
IPE@EB	브렌트유	20160304	38.72	1.65	37.04	38.95	36.82
IPE@EB	브렌트유	20160307	40.84	2.12	38.88	41.04	38.87
IPE@EB	브렌트유	20160310	40.05	-1.02	40.89	41.01	39.63
IPE@EB	브렌트유	20160316	40.33	1.59	39.14	40.44	38.83
IPE@EB	브렌트유	20160322	41.79	0.25	41.47	42.08	40.97
IPE@EB	브렌트유	20160328	40.27	-0.17	40.58	41.0	39.64
IPE@EB	브렌트유	20160331	40.33	0.28	39.84	40.85	39.5
IPE@EB	브렌트유	20160406	39.84	1.97	38.4	39.94	38.34
IPE@EB	브렌트유	20160412	44.69	1.86	42.7	44.81	42.56
IPE@EB	브렌트유	20160415	43.1	-0.74	43.8	44.05	42.28
IPE@EB	브렌트유	20160418	42.91	-0.19	41.8	43.43	40.1
IPE@EB	브렌트유	20160421	44.53	-1.27	45.54	46.18	44.44
IPE@EB	브렌트유	20160427	47.18	1.44	46.26	47.45	45.63
IPE@EB	브렌트유	20160502	45.83	-1.54	47.37	47.4	45.72
IPE@EB	브렌트유	20160505	45.01	0.39	45.08	46.77	44.65
IPE@EB	브렌트유	20160511	47.6	2.08	45.59	47.75	44.8
IPE@EB	브렌트유	20160517	49.28	0.31	49.03	49.75	48.57
IPE@EB	브렌트유	20160520	48.72	-0.09	48.9	49.39	48.07
IPE@EB	브렌트유	20160523	48.35	-0.37	48.72	48.84	47.58
IPE@EB	브렌트유	20160526	49.59	-0.15	49.76	50.51	49.25
IPE@EB	브렌트유	20160601	49.72	-0.17	49.65	50.0	48.65
IPE@EB	브렌트유	20160607	51.44	0.89	50.46	51.54	50.28
IPE@EB	브렌트유	20160610	50.54	-1.41	51.91	52.1	50.33
IPE@EB	브렌트유	20160613	50.35	-0.19	50.42	50.79	49.61
IPE@EB	브렌트유	20160616	47.19	-1.78	48.56	48.77	46.94
IPE@EB	브렌트유	20160622	49.88	-0.74	51.06	51.24	49.18
IPE@EB	브렌트유	20160628	48.58	1.42	47.61	48.79	47.47
IPE@EB	브렌트유	20160706	48.8	0.84	48.06	49.31	47.17
IPE@EB	브렌트유	20160712	48.47	2.22	46.17	48.57	46.09
IPE@EB	브렌트유	20160715	47.61	0.24	47.03	48.25	46.65
IPE@EB	브렌트유	20160718	46.96	-0.65	47.92	47.95	46.5
IPE@EB	브렌트유	20160721	46.2	-0.97	47.17	47.56	46.05
IPE@EB	브렌트유	20160727	43.47	-1.4	44.55	44.91	43.27
IPE@EB	브렌트유	20160802	41.8	-0.34	42.23	43.18	41.51
IPE@EB	브렌트유	20160805	44.27	-0.02	44.18	44.49	43.51
IPE@EB	브렌트유	20160808	45.39	1.12	44.34	45.71	44.24
IPE@EB	브렌트유	20160811	46.04	1.99	43.78	46.3	43.46
IPE@EB	브렌트유	20160817	49.85	0.62	48.88	49.93	48.55
IPE@EB	브렌트유	20160823	49.96	0.8	49.04	50.21	48.48
IPE@EB	브렌트유	20160826	49.92	0.25	49.66	50.76	49.12
IPE@EB	브렌트유	20160829	49.26	-0.66	49.54	49.6	48.97
IPE@EB	브렌트유	20160901	45.45	-1.44	46.98	47.24	45.32
IPE@EB	브렌트유	20160907	47.98	0.72	47.2	48.56	46.97
IPE@EB	브렌트유	20160913	47.1	-1.22	48.17	48.22	46.96
IPE@EB	브렌트유	20160916	45.77	-0.82	46.31	46.41	45.48
IPE@EB	브렌트유	20160919	45.95	0.18	46.01	46.93	45.85
IPE@EB	브렌트유	20160922	47.65	0.82	46.99	47.83	46.99
IPE@EB	브렌트유	20160928	48.69	2.72	46.14	48.96	45.7
IPE@EB	브렌트유	20161003	50.89	0.7	50.02	51.14	49.74
IPE@EB	브렌트유	20161006	52.51	0.65	51.76	52.75	51.32
IPE@EB	브렌트유	20161012	51.81	-0.6	52.48	52.87	51.61
IPE@EB	브렌트유	20161018	51.68	0.16	51.72	52.15	51.25
IPE@EB	브렌트유	20161021	51.78	0.4	51.4	51.94	51.12
IPE@EB	브렌트유	20161024	51.46	-0.32	51.89	52.01	50.5
IPE@EB	브렌트유	20161027	50.47	0.49	50.05	50.9	49.83
IPE@EB	브렌트유	20161102	46.86	-1.28	47.9	48.02	46.46
IPE@EB	브렌트유	20161108	46.04	-0.11	46.3	46.69	45.6
IPE@EB	브렌트유	20161111	44.75	-1.09	45.8	45.89	44.19
IPE@EB	브렌트유	20161114	44.43	-0.32	44.54	44.99	43.57
IPE@EB	브렌트유	20161117	46.49	-0.14	46.44	47.62	45.97
IPE@EB	브렌트유	20161123	48.95	-0.17	49.2	49.5	48.56
IPE@EB	브렌트유	20161129	46.38	-1.86	48.07	48.1	45.92
IPE@EB	브렌트유	20161201	53.94	2.1	51.72	54.53	51.51
IPE@EB	브렌트유	20161207	53.0	-0.93	53.94	54.23	52.92
IPE@EB	브렌트유	20161213	55.72	0.03	55.7	56.44	55.13
IPE@EB	브렌트유	20161216	55.21	1.19	54.11	55.38	53.71
IPE@EB	브렌트유	20161219	54.92	-0.29	55.4	55.8	54.69
IPE@EB	브렌트유	20161222	55.05	0.59	54.55	55.23	54.05
IPE@EB	브렌트유	20161228	56.22	0.13	56.06	56.56	55.89
IPE@EB	브렌트유	20170105	56.89	0.43	56.35	57.35	56.01
IPE@EB	브렌트유	20170111	55.1	1.46	53.8	55.67	53.7
IPE@EB	브렌트유	20170117	55.47	-0.39	55.74	56.95	55.4
IPE@EB	브렌트유	20170120	55.49	1.33	54.33	55.8	54.18
IPE@EB	브렌트유	20170123	55.23	-0.26	55.7	55.75	54.65
IPE@EB	브렌트유	20170126	56.24	1.16	55.39	56.55	55.21
IPE@EB	브렌트유	20170201	56.8	1.22	55.55	56.83	55.36
IPE@EB	브렌트유	20170207	55.05	-0.67	55.91	55.98	54.58
IPE@EB	브렌트유	20170210	56.7	1.07	55.66	56.88	55.59
IPE@EB	브렌트유	20170213	55.59	-1.11	56.68	56.81	55.41
IPE@EB	브렌트유	20170216	55.65	-0.1	55.74	56.24	55.13
IPE@EB	브렌트유	20170222	55.84	-0.82	56.74	57.01	55.64
IPE@EB	브렌트유	20170228	55.59	-0.34	56.02	56.15	55.23
IPE@EB	브렌트유	20170303	55.9	0.82	55.18	55.95	55.09
IPE@EB	브렌트유	20170306	56.01	0.11	55.8	56.25	55.32
IPE@EB	브렌트유	20170309	52.19	-0.92	53.49	53.86	51.5
IPE@EB	브렌트유	20170315	51.81	0.89	51.5	52.15	51.36
IPE@EB	브렌트유	20170321	50.96	-0.66	51.7	52.22	50.73
IPE@EB	브렌트유	20170324	50.8	0.24	50.64	51.06	50.4
IPE@EB	브렌트유	20170327	50.75	-0.05	51.03	51.1	50.03
IPE@EB	브렌트유	20170330	52.96	0.54	52.39	53.1	52.03
IPE@EB	브렌트유	20170405	54.36	0.19	54.22	55.09	53.97
IPE@EB	브렌트유	20170411	56.23	0.25	56.08	56.3	55.45
IPE@EB	브렌트유	20170417	55.36	-0.53	55.55	55.98	55.29
IPE@EB	브렌트유	20170420	52.99	0.06	53.09	53.55	52.68
IPE@EB	브렌트유	20170426	51.82	-0.28	51.81	52.46	51.38
IPE@EB	브렌트유	20170501	51.52	-0.53	51.88	51.97	51.22
IPE@EB	브렌트유	20170504	48.38	-2.41	50.59	50.73	48.16
IPE@EB	브렌트유	20170510	50.22	1.49	48.95	50.63	48.81
IPE@EB	브렌트유	20170516	51.65	-0.17	51.88	52.36	51.1
IPE@EB	브렌트유	20170519	53.61	1.1	52.57	53.82	52.55
IPE@EB	브렌트유	20170522	53.87	0.26	53.85	54.37	53.66
IPE@EB	브렌트유	20170525	51.46	-2.5	54.15	54.67	51.03
IPE@EB	브렌트유	20170531	50.31	-1.53	51.92	51.92	49.81
IPE@EB	브렌트유	20170606	50.12	0.65	49.57	50.3	49.0
IPE@EB	브렌트유	20170609	48.15	0.29	47.79	48.56	47.4
IPE@EB	브렌트유	20170612	48.29	0.14	48.06	49.15	48.01
IPE@EB	브렌트유	20170615	46.92	-0.08	46.8	47.2	46.7
IPE@EB	브렌트유	20170621	44.82	-1.2	45.89	46.63	44.35
IPE@EB	브렌트유	20170627	46.65	0.82	45.85	47.06	45.79
IPE@EB	브렌트유	20170630	47.92	0.5	47.46	48.12	47.46
IPE@EB	브렌트유	20170705	47.79	-1.82	49.67	49.84	47.0
IPE@EB	브렌트유	20170711	47.52	0.64	46.99	48.21	46.29
IPE@EB	브렌트유	20170714	48.91	0.49	48.37	49.11	48.15
IPE@EB	브렌트유	20170717	48.42	-0.49	49.14	49.26	48.31
IPE@EB	브렌트유	20170720	49.3	-0.4	49.65	50.19	49.19
IPE@EB	브렌트유	20170726	50.97	0.77	50.63	51.06	50.07
IPE@EB	브렌트유	20170801	51.78	-0.94	52.7	52.93	50.88
IPE@EB	브렌트유	20170804	52.42	0.41	51.97	52.52	51.43
IPE@EB	브렌트유	20170807	52.37	-0.05	52.39	52.53	51.37
IPE@EB	브렌트유	20170810	51.9	-0.8	52.72	53.64	51.67
IPE@EB	브렌트유	20170816	50.27	-0.53	50.98	51.4	50.15
IPE@EB	브렌트유	20170822	51.87	0.21	51.78	52.28	51.39
IPE@EB	브렌트유	20170825	52.41	0.37	52.3	52.68	51.93
IPE@EB	브렌트유	20170828	51.89	-0.52	52.38	52.84	51.52
IPE@EB	브렌트유	20170831	52.38	1.52	50.58	52.43	50.56
IPE@EB	브렌트유	20170906	54.2	0.82	53.16	54.31	53.09
IPE@EB	브렌트유	20170912	54.27	0.43	53.77	54.44	53.42
IPE@EB	브렌트유	20170915	55.62	0.15	55.29	55.85	54.86
IPE@EB	브렌트유	20170918	55.48	-0.14	55.59	55.95	54.82
IPE@EB	브렌트유	20170921	56.43	0.14	56.17	56.53	55.76
IPE@EB	브렌트유	20170927	57.9	-0.54	58.57	58.89	57.57
IPE@EB	브렌트유	20171002	56.12	-0.67	56.73	56.76	55.5
IPE@EB	브렌트유	20171005	57.0	1.2	55.77	57.24	55.7
IPE@EB	브렌트유	20171011	56.94	0.33	56.56	57.09	56.14
IPE@EB	브렌트유	20171017	57.88	0.06	57.78	58.35	57.18
IPE@EB	브렌트유	20171020	57.75	0.52	57.32	57.94	56.6
IPE@EB	브렌트유	20171023	57.37	-0.38	57.95	58.05	57.27
IPE@EB	브렌트유	20171026	59.3	0.86	58.42	59.55	58.05
IPE@EB	브렌트유	20171101	60.49	-0.45	61.07	61.7	60.0
IPE@EB	브렌트유	20171107	63.69	-0.58	64.12	64.65	63.5
IPE@EB	브렌트유	20171110	63.52	-0.41	63.8	64.27	63.35
IPE@EB	브렌트유	20171113	63.16	-0.36	63.68	63.77	62.61
IPE@EB	브렌트유	20171116	61.36	-0.51	61.88	62.15	61.25
IPE@EB	브렌트유	20171122	63.32	0.75	62.78	63.43	62.62
IPE@EB	브렌트유	20171128	63.61	-0.23	63.78	63.89	63.1
IPE@EB	브렌트유	20171206	61.22	-1.64	62.64	62.93	61.13
IPE@EB	브렌트유	20171212	63.34	-1.35	64.66	65.83	63.07
IPE@EB	브렌트유	20171215	63.23	-0.08	63.39	63.68	63.08
IPE@EB	브렌트유	20171218	63.41	0.18	63.36	63.91	63.0
IPE@EB	브렌트유	20171221	64.9	0.34	64.49	64.93	64.2
IPE@EB	브렌트유	20171227	66.44	-0.58	66.76	66.94	66.03
IPE@EB	브렌트유	20180104	68.07	0.23	67.89	68.27	67.62
IPE@EB	브렌트유	20180110	69.2	0.38	69.12	69.37	68.75
IPE@EB	브렌트유	20180116	69.15	-1.11	70.05	70.13	68.83
IPE@EB	브렌트유	20180119	68.61	-0.7	69.01	69.08	68.28
IPE@EB	브렌트유	20180122	69.03	0.42	68.8	69.51	68.39
IPE@EB	브렌트유	20180125	70.42	-0.11	70.95	71.28	69.97
IPE@EB	브렌트유	20180131	69.05	0.03	68.43	69.15	68.33
IPE@EB	브렌트유	20180206	66.86	-0.76	67.02	67.6	66.53
IPE@EB	브렌트유	20180209	62.79	-2.02	64.44	64.64	61.77
IPE@EB	브렌트유	20180212	62.59	-0.2	62.5	64.4	62.5
IPE@EB	브렌트유	20180215	64.33	-0.03	64.44	65.15	63.12
IPE@EB	브렌트유	20180221	65.42	0.17	65.05	65.53	64.4
IPE@EB	브렌트유	20180227	66.63	-0.87	67.57	67.61	66.32
IPE@EB	브렌트유	20180302	64.37	0.54	64.07	64.64	63.2
IPE@EB	브렌트유	20180305	65.54	1.17	64.65	65.88	64.1
IPE@EB	브렌트유	20180308	63.61	-0.73	64.51	64.56	63.43
IPE@EB	브렌트유	20180314	64.89	0.25	64.73	65.21	64.06
IPE@EB	브렌트유	20180320	67.42	1.37	66.15	67.88	66.15
IPE@EB	브렌트유	20180323	70.45	1.54	69.11	70.57	68.87
IPE@EB	브렌트유	20180326	70.12	-0.33	70.43	71.05	69.67
IPE@EB	브렌트유	20180329	70.27	0.74	69.86	70.44	69.1
IPE@EB	브렌트유	20180404	68.02	-0.1	68.15	68.28	66.69
IPE@EB	브렌트유	20180410	71.04	2.39	68.46	71.34	68.46
IPE@EB	브렌트유	20180413	72.58	0.56	71.94	72.88	71.56
IPE@EB	브렌트유	20180416	71.42	-1.16	72.7	72.85	71.11
IPE@EB	브렌트유	20180419	73.78	0.3	73.72	74.75	73.46
IPE@EB	브렌트유	20180425	74.0	0.14	74.0	74.19	73.17
IPE@EB	브렌트유	20180503	73.62	0.26	73.07	74.09	72.47
IPE@EB	브렌트유	20180509	77.21	2.36	76.19	77.43	76.08
IPE@EB	브렌트유	20180515	78.43	0.2	78.42	79.47	77.9
IPE@EB	브렌트유	20180518	78.51	-0.79	79.46	79.87	78.33
IPE@EB	브렌트유	20180521	79.22	0.71	78.61	79.59	78.1
IPE@EB	브렌트유	20180524	78.79	-1.01	79.65	79.78	78.57
IPE@EB	브렌트유	20180530	77.5	2.11	75.37	77.73	74.81
IPE@EB	브렌트유	20180605	75.38	0.09	75.4	75.74	73.81
IPE@EB	브렌트유	20180608	76.46	-0.86	77.39	77.61	76.12
IPE@EB	브렌트유	20180611	76.46		76.3	76.84	75.52
IPE@EB	브렌트유	20180614	75.94	-0.8	76.56	76.92	75.76
IPE@EB	브렌트유	20180620	74.74	-0.34	75.2	75.86	74.1
IPE@EB	브렌트유	20180626	76.31	1.58	74.74	76.72	74.13
IPE@EB	브렌트유	20180629	79.44	1.59	77.79	79.7	77.45
IPE@EB	브렌트유	20180704	78.24	0.48	77.89	78.28	77.61
IPE@EB	브렌트유	20180710	78.86	0.79	78.25	79.51	78.15
IPE@EB	브렌트유	20180713	75.33	0.88	74.34	75.93	73.22
IPE@EB	브렌트유	20180716	71.84	-3.49	74.92	75.37	71.52
IPE@EB	브렌트유	20180719	72.58	-0.32	73.06	73.79	71.83
IPE@EB	브렌트유	20180725	73.93	0.49	73.7	74.6	73.07
IPE@EB	브렌트유	20180731	74.25	-0.72	74.93	75.1	74.14
IPE@EB	브렌트유	20180803	73.21	-0.24	73.37	73.73	72.48
IPE@EB	브렌트유	20180806	73.75	0.54	73.21	74.47	73.08
IPE@EB	브렌트유	20180809	72.07	-0.21	72.16	72.89	71.86
IPE@EB	브렌트유	20180815	70.76	-1.7	72.22	72.44	70.3
IPE@EB	브렌트유	20180821	72.63	0.42	72.15	72.95	72.05
IPE@EB	브렌트유	20180824	75.82	1.09	74.73	76.42	74.68
IPE@EB	브렌트유	20180830	77.77	0.63	77.33	78.03	77.18
IPE@EB	브렌트유	20180905	77.27	-0.9	77.82	78.09	76.91
IPE@EB	브렌트유	20180911	79.06	1.69	77.38	79.54	77.36
IPE@EB	브렌트유	20180914	78.09	-0.09	78.45	78.94	77.37
IPE@EB	브렌트유	20180917	78.05	-0.04	78.07	78.9	77.73
IPE@EB	브렌트유	20180920	78.7	-0.7	79.44	79.83	78.51
IPE@EB	브렌트유	20180926	81.34	-0.53	81.45	82.22	81.1
IPE@EB	브렌트유	20181001	84.98	2.25	82.79	85.45	82.55
IPE@EB	브렌트유	20181004	84.58	-1.71	85.99	86.43	84.14
IPE@EB	브렌트유	20181010	83.09	-1.91	84.98	85.17	82.26
IPE@EB	브렌트유	20181016	81.41	0.63	80.88	81.75	79.8
IPE@EB	브렌트유	20181019	79.78	0.49	79.44	80.88	79.22
IPE@EB	브렌트유	20181022	79.83	0.05	80.11	80.41	78.99
IPE@EB	브렌트유	20181025	76.89	0.72	75.67	77.08	75.35
IPE@EB	브렌트유	20181031	75.04	-0.91	76.34	77.13	74.58
IPE@EB	브렌트유	20181106	72.13	-1.04	72.85	73.28	71.18
IPE@EB	브렌트유	20181109	70.18	-0.47	70.87	70.99	69.13
IPE@EB	브렌트유	20181112	70.12	-0.06	70.69	71.88	68.87
IPE@EB	브렌트유	20181115	66.62	0.5	66.12	67.42	65.77
IPE@EB	브렌트유	20181121	63.48	0.95	62.6	64.48	62.56
IPE@EB	브렌트유	20181127	60.21	-0.27	60.39	61.4	58.92
IPE@EB	브렌트유	20181130	59.46	-0.45	59.76	60.42	58.04
IPE@EB	브렌트유	20181205	61.56	-0.52	61.35	63.29	60.8
IPE@EB	브렌트유	20181211	60.2	0.23	59.91	61.1	59.58
IPE@EB	브렌트유	20181214	60.28	-1.17	61.53	61.58	59.92
IPE@EB	브렌트유	20181217	59.61	-0.67	60.25	61.21	58.64
IPE@EB	브렌트유	20181220	54.35	-2.89	56.49	56.75	54.28
IPE@EB	브렌트유	20181226	54.47	4.0	50.84	55.29	49.93
NYM@CL	WTI(서부텍사스유) 	20150107	48.65	0.72	48.0	49.31	46.83
NYM@CL	WTI(서부텍사스유) 	20150113	45.89	-0.18	45.69	46.79	44.2
NYM@CL	WTI(서부텍사스유) 	20150116	48.69	2.44	46.35	48.87	45.95
NYM@CL	WTI(서부텍사스유) 	20150119	47.52	-1.17	48.69	48.77	47.4
NYM@CL	WTI(서부텍사스유) 	20150122	46.31	-1.47	47.35	49.09	45.87
NYM@CL	WTI(서부텍사스유) 	20150128	44.45	-1.78	45.83	45.83	44.08
NYM@CL	WTI(서부텍사스유) 	20150203	53.05	3.48	49.79	54.24	49.69
NYM@CL	WTI(서부텍사스유) 	20150206	51.69	1.21	50.86	53.16	50.72
NYM@CL	WTI(서부텍사스유) 	20150209	52.86	1.17	52.01	53.99	51.65
NYM@CL	WTI(서부텍사스유) 	20150212	51.21	2.37	49.42	51.6	49.14
NYM@CL	WTI(서부텍사스유) 	20150218	52.14	-1.39	53.24	53.41	50.32
NYM@CL	WTI(서부텍사스유) 	20150224	49.28	-0.17	49.42	50.33	48.68
NYM@CL	WTI(서부텍사스유) 	20150227	49.76	1.59	48.97	49.94	48.46
NYM@CL	WTI(서부텍사스유) 	20150302	49.59	-0.17	49.45	51.04	48.71
NYM@CL	WTI(서부텍사스유) 	20150305	50.76	-0.77	51.62	52.4	50.61
NYM@CL	WTI(서부텍사스유) 	20150311	48.17	-0.12	48.77	49.05	47.33
NYM@CL	WTI(서부텍사스유) 	20150317	43.46	-0.42	43.84	44.2	42.41
NYM@CL	WTI(서부텍사스유) 	20150320	46.57	1.04	45.66	47.43	44.82
NYM@CL	WTI(서부텍사스유) 	20150323	47.45	0.88	46.41	47.61	45.33
NYM@CL	WTI(서부텍사스유) 	20150326	51.43	2.22	49.02	52.48	48.73
NYM@CL	WTI(서부텍사스유) 	20150401	50.09	2.49	47.55	50.45	47.05
NYM@CL	WTI(서부텍사스유) 	20150407	53.98	1.84	51.95	54.13	51.17
NYM@CL	WTI(서부텍사스유) 	20150410	51.64	0.85	50.73	51.93	50.08
NYM@CL	WTI(서부텍사스유) 	20150413	51.91	0.27	51.81	53.1	51.47
NYM@CL	WTI(서부텍사스유) 	20150416	56.71	0.32	55.92	57.42	55.07
NYM@CL	WTI(서부텍사스유) 	20150422	56.16	-0.45	56.34	57.19	55.73
NYM@CL	WTI(서부텍사스유) 	20150428	57.06	0.07	56.65	57.83	56.07
NYM@CL	WTI(서부텍사스유) 	20150506	60.93	0.53	60.72	62.58	60.54
NYM@CL	WTI(서부텍사스유) 	20150512	60.75	1.5	59.27	61.36	59.12
NYM@CL	WTI(서부텍사스유) 	20150515	59.69	-0.19	59.67	59.97	58.42
NYM@CL	WTI(서부텍사스유) 	20150518	59.43	-0.26	59.85	60.88	59.06
NYM@CL	WTI(서부텍사스유) 	20150521	60.72	1.74	58.81	60.94	58.69
