itemcode	date	close_val	change_val	open_val	high_val	low_val	itemname	country_name
INI@BSE30	20150806	28298.13	75.05	28291.88	28359.96	28163.69	인도 SENSEX	인도
INI@BSE30	20150812	27512.26	-353.83	27880.76	27883.33	27479.43	인도 SENSEX	인도
INI@BSE30	20150818	27831.54	-46.73	27949.13	28040.73	27747.40	인도 SENSEX	인도
INI@BSE30	20150821	27366.07	-241.75	27440.10	27442.82	27131.44	인도 SENSEX	인도
INI@BSE30	20150824	25741.56	-1624.51	26730.40	26730.40	25624.72	인도 SENSEX	인도
INI@BSE30	20150827	26231.19	516.53	26137.03	26302.77	25943.75	인도 SENSEX	인도
INI@BSE30	20150902	25453.56	-242.88	25891.95	25939.37	25395.09	인도 SENSEX	인도
INI@BSE30	20150908	25317.87	424.06	24972.01	25411.00	24833.54	인도 SENSEX	인도
INI@BSE30	20150911	25610.21	-11.96	25793.77	25875.96	25530.41	인도 SENSEX	인도
INI@BSE30	20150914	25856.70	246.49	25706.87	25891.73	25531.07	인도 SENSEX	인도
INI@BSE30	20150923	25822.99	171.15	25526.53	25934.02	25386.48	인도 SENSEX	인도
INI@BSE30	20150929	25778.66	161.82	25496.38	26054.37	25287.33	인도 SENSEX	인도
INI@BSE30	20151001	26220.95	66.12	26344.19	26431.80	26168.71	인도 SENSEX	인도
INI@BSE30	20151007	27035.85	102.97	26966.86	27082.28	26877.51	인도 SENSEX	인도
INI@BSE30	20151013	26846.53	-57.58	26874.29	26918.52	26719.10	인도 SENSEX	인도
INI@BSE30	20151016	27214.60	204.46	27062.80	27239.22	26917.12	인도 SENSEX	인도
INI@BSE30	20151019	27364.92	150.32	27305.62	27387.91	27246.79	인도 SENSEX	인도
INI@BSE30	20151028	27039.76	-213.68	27131.71	27163.98	26919.96	인도 SENSEX	인도
INI@BSE30	20151103	26590.59	31.44	26660.71	26732.24	26514.48	인도 SENSEX	인도
INI@BSE30	20151106	26265.24	-38.96	26284.01	26438.86	26190.18	인도 SENSEX	인도
INI@BSE30	20151109	26121.40	-143.84	25809.00	26193.17	25656.90	인도 SENSEX	인도
INI@BSE30	20151118	25482.52	-381.95	25837.71	25890.36	25453.32	인도 SENSEX	인도
INI@BSE30	20151124	25775.74	-43.6	25785.61	25901.56	25703.86	인도 SENSEX	인도
INI@BSE30	20151127	26128.20	169.57	26003.20	26184.65	25937.32	인도 SENSEX	인도
INI@BSE30	20151130	26145.67	17.47	26142.53	26231.06	26089.13	인도 SENSEX	인도
INI@BSE30	20151202	26117.85	-51.56	26239.39	26256.42	26041.68	인도 SENSEX	인도
INI@BSE30	20151208	25310.33	-219.78	25488.42	25542.47	25256.79	인도 SENSEX	인도
INI@BSE30	20151211	25044.43	-207.89	25281.77	25316.14	24930.43	인도 SENSEX	인도
INI@BSE30	20151214	25150.35	105.92	24935.60	25194.15	24867.73	인도 SENSEX	인도
INI@BSE30	20151217	25803.78	309.41	25596.63	25831.31	25448.32	인도 SENSEX	인도
INI@BSE30	20151223	25850.30	259.65	25697.66	25875.27	25689.70	인도 SENSEX	인도
INI@BSE30	20151229	26079.48	45.35	26075.68	26133.78	25994.45	인도 SENSEX	인도
INI@BSE30	20160106	25406.33	-174.01	25628.23	25632.57	25357.70	인도 SENSEX	인도
INI@BSE30	20160112	24682.03	-143.01	24862.93	24882.30	24597.11	인도 SENSEX	인도
INI@BSE30	20160115	24455.04	-317.93	24881.76	24912.64	24421.53	인도 SENSEX	인도
INI@BSE30	20160118	24188.37	-266.67	24400.78	24524.85	24141.99	인도 SENSEX	인도
INI@BSE30	20160121	23962.21	-99.83	24194.75	24351.83	23862.00	인도 SENSEX	인도
INI@BSE30	20160127	24492.39	6.44	24643.13	24645.70	24458.13	인도 SENSEX	인도
INI@BSE30	20160202	24539.00	-285.83	24868.21	24928.75	24460.53	인도 SENSEX	인도
INI@BSE30	20160205	24616.97	278.54	24360.36	24672.90	24345.79	인도 SENSEX	인도
INI@BSE30	20160208	24287.42	-329.55	24637.41	24698.95	24196.84	인도 SENSEX	인도
INI@BSE30	20160211	22951.83	-807.07	23758.46	23758.46	22909.12	인도 SENSEX	인도
INI@BSE30	20160217	23381.87	189.9	23237.23	23434.91	22920.84	인도 SENSEX	인도
INI@BSE30	20160220	23709.15		23709.15	23709.15	23709.15	인도 SENSEX	인도
INI@BSE30	20160223	23410.18	-378.61	23850.41	23851.51	23361.94	인도 SENSEX	인도
INI@BSE30	20160226	23154.30	178.3	23141.08	23227.91	23021.94	인도 SENSEX	인도
INI@BSE30	20160229	23002.00	-152.3	23238.50	23343.22	22494.61	인도 SENSEX	인도
INI@BSE30	20160301	23779.35	777.35	23153.32	23821.49	23133.18	인도 SENSEX	인도
INI@BSE30	20160304	24646.48	39.49	24704.59	24719.05	24531.80	인도 SENSEX	인도
INI@BSE30	20160310	24623.34	-170.62	24815.70	24817.48	24471.39	인도 SENSEX	인도
INI@BSE30	20160316	24682.48	131.31	24537.61	24706.85	24354.55	인도 SENSEX	인도
INI@BSE30	20160322	25330.49	45.12	25331.01	25381.33	25083.70	인도 SENSEX	인도
INI@BSE30	20160328	24966.40	-371.16	25417.11	25432.94	24895.49	인도 SENSEX	인도
INI@BSE30	20160331	25341.86	3.28	25364.75	25479.62	25223.22	인도 SENSEX	인도
INI@BSE30	20160406	24900.63	17.04	24978.86	25000.65	24834.16	인도 SENSEX	인도
INI@BSE30	20160412	25145.59	123.43	25056.47	25180.02	24996.44	인도 SENSEX	인도
INI@BSE30	20160418	25816.36	189.61	25833.16	25870.03	25634.12	인도 SENSEX	인도
INI@BSE30	20160421	25880.38	36.2	25979.68	26080.07	25783.12	인도 SENSEX	인도
INI@BSE30	20160427	26064.12	56.82	25956.42	26092.93	25885.24	인도 SENSEX	인도
INI@BSE30	20160502	25436.97	-169.65	25565.44	25565.44	25341.14	인도 SENSEX	인도
INI@BSE30	20160505	25262.21	160.48	25187.66	25394.10	25162.94	인도 SENSEX	인도
INI@BSE30	20160511	25597.02	-175.51	25548.97	25762.49	25409.24	인도 SENSEX	인도
INI@BSE30	20160517	25773.61	120.38	25756.14	25927.31	25733.76	인도 SENSEX	인도
INI@BSE30	20160520	25301.90	-97.82	25428.42	25506.06	25251.90	인도 SENSEX	인도
INI@BSE30	20160523	25230.36	-71.54	25447.72	25519.26	25207.78	인도 SENSEX	인도
INI@BSE30	20160526	26366.68	485.51	26008.25	26398.94	25941.51	인도 SENSEX	인도
INI@BSE30	20160601	26713.93	45.97	26684.46	26857.25	26671.86	인도 SENSEX	인도
INI@BSE30	20160607	27009.67	232.22	26833.54	27082.63	26829.53	인도 SENSEX	인도
INI@BSE30	20160610	26635.75	-127.71	26742.26	26972.06	26620.50	인도 SENSEX	인도
INI@BSE30	20160613	26396.77	-238.98	26468.27	26468.27	26262.27	인도 SENSEX	인도
INI@BSE30	20160616	26525.46	-200.88	26686.03	26686.03	26314.91	인도 SENSEX	인도
INI@BSE30	20160622	26765.65	-47.13	26791.68	26887.29	26617.45	인도 SENSEX	인도
INI@BSE30	20160628	26524.55	121.59	26410.66	26583.33	26378.46	인도 SENSEX	인도
INI@BSE30	20160712	27808.14	181.45	27667.81	27828.74	27667.81	인도 SENSEX	인도
INI@BSE30	20160715	27836.50	-105.61	27966.14	28048.70	27735.87	인도 SENSEX	인도
INI@BSE30	20160718	27746.66	-89.84	27920.66	28013.50	27697.69	인도 SENSEX	인도
INI@BSE30	20160721	27710.52	-205.37	27980.07	27988.76	27687.54	인도 SENSEX	인도
INI@BSE30	20160727	28024.33	47.81	27976.14	28210.88	27899.93	인도 SENSEX	인도
INI@BSE30	20160802	27981.71	-21.41	28069.12	28175.22	27943.91	인도 SENSEX	인도
INI@BSE30	20160805	28078.35	363.98	27810.55	28110.37	27795.74	인도 SENSEX	인도
INI@BSE30	20160808	28182.57	104.22	28181.92	28226.38	28128.06	인도 SENSEX	인도
INI@BSE30	20160811	27859.60	84.72	27805.94	27902.39	27697.33	인도 SENSEX	인도
INI@BSE30	20160817	28005.37	-59.24	28061.79	28174.30	27960.14	인도 SENSEX	인도
INI@BSE30	20160823	27990.21	4.67	28012.56	28028.98	27854.43	인도 SENSEX	인도
INI@BSE30	20160826	27782.25	-53.66	27882.75	27935.88	27696.99	인도 SENSEX	인도
INI@BSE30	20160829	27902.66	120.41	27827.26	27952.85	27698.71	인도 SENSEX	인도
INI@BSE30	20160901	28423.48	-28.69	28459.09	28548.85	28386.61	인도 SENSEX	인도
INI@BSE30	20160907	28926.36	-51.66	29035.67	29067.84	28911.31	인도 SENSEX	인도
INI@BSE30	20160916	28599.03	186.14	28520.30	28778.64	28494.59	인도 SENSEX	인도
INI@BSE30	20160919	28634.50	35.47	28626.60	28714.77	28552.55	인도 SENSEX	인도
INI@BSE30	20160922	28773.13	265.71	28766.94	28871.92	28693.07	인도 SENSEX	인도
INI@BSE30	20160928	28292.81	69.11	28198.88	28378.56	28198.30	인도 SENSEX	인도
INI@BSE30	20161003	28243.29	377.33	27997.29	28273.02	27919.89	인도 SENSEX	인도
INI@BSE30	20161006	28106.21	-114.77	28298.35	28328.56	28031.22	인도 SENSEX	인도
INI@BSE30	20161018	28050.88	520.91	27656.89	28064.39	27652.76	인도 SENSEX	인도
INI@BSE30	20161021	28077.18	-52.66	28163.41	28163.41	27957.92	인도 SENSEX	인도
INI@BSE30	20161024	28179.08	101.9	28156.59	28256.65	28075.95	인도 SENSEX	인도
INI@BSE30	20161027	27915.90	79.39	27808.63	27958.13	27665.60	인도 SENSEX	인도
INI@BSE30	20161102	27527.22	-349.39	27679.32	27679.32	27500.81	인도 SENSEX	인도
INI@BSE30	20161108	27591.14	132.15	27537.26	27646.84	27406.76	인도 SENSEX	인도
INI@BSE30	20161111	26818.82	-698.86	27344.85	27344.85	26777.18	인도 SENSEX	인도
INI@BSE30	20161117	26227.62	-71.07	26304.90	26449.87	26155.40	인도 SENSEX	인도
INI@BSE30	20161123	26051.81	91.03	26101.33	26130.49	25877.16	인도 SENSEX	인도
INI@BSE30	20161129	26394.01	43.84	26408.62	26587.07	26354.66	인도 SENSEX	인도
INI@BSE30	20161201	26559.92	-92.89	26756.66	26769.32	26540.82	인도 SENSEX	인도
INI@BSE30	20161207	26236.87	-155.89	26456.21	26540.83	26164.82	인도 SENSEX	인도
INI@BSE30	20161213	26697.82	182.58	26607.65	26724.97	26494.23	인도 SENSEX	인도
INI@BSE30	20161216	26489.56	-29.51	26548.67	26594.55	26455.21	인도 SENSEX	인도
INI@BSE30	20161219	26374.70	-114.86	26505.66	26505.66	26340.38	인도 SENSEX	인도
INI@BSE30	20161222	25979.60	-262.78	26224.07	26248.45	25940.14	인도 SENSEX	인도
INI@BSE30	20161228	26210.68	-2.76	26243.19	26415.05	26191.72	인도 SENSEX	인도
INI@BSE30	20170102	26595.45	-31.01	26711.15	26720.98	26447.06	인도 SENSEX	인도
INI@BSE30	20170105	26878.24	245.11	26738.42	26917.21	26738.42	인도 SENSEX	인도
INI@BSE30	20170111	27140.41	240.85	26978.44	27174.87	26978.44	인도 SENSEX	인도
INI@BSE30	20170117	27235.66	-52.51	27331.82	27381.43	27179.19	인도 SENSEX	인도
INI@BSE30	20170120	27034.50	-274.1	27232.69	27264.41	27009.81	인도 SENSEX	인도
INI@BSE30	20170123	27117.34	82.84	26990.93	27167.79	26963.58	인도 SENSEX	인도
INI@BSE30	20170201	28141.64	485.68	27669.08	28159.54	27590.10	인도 SENSEX	인도
INI@BSE30	20170207	28335.16	-104.12	28443.23	28483.41	28239.12	인도 SENSEX	인도
INI@BSE30	20170210	28334.25	4.55	28367.17	28456.18	28286.80	인도 SENSEX	인도
INI@BSE30	20170213	28351.62	17.37	28450.42	28458.80	28197.38	인도 SENSEX	인도
INI@BSE30	20170216	28301.27	145.71	28223.85	28327.84	28146.19	인도 SENSEX	인도
INI@BSE30	20170222	28864.71	103.12	28822.40	28963.52	28789.30	인도 SENSEX	인도
INI@BSE30	20170228	28743.32	-69.56	28825.19	28876.54	28721.12	인도 SENSEX	인도
INI@BSE30	20170303	28832.45	-7.34	28827.50	28860.13	28716.21	인도 SENSEX	인도
INI@BSE30	20170306	29048.19	215.74	28859.21	29070.20	28856.12	인도 SENSEX	인도
INI@BSE30	20170309	28929.13	27.19	28909.70	28986.72	28815.02	인도 SENSEX	인도
INI@BSE30	20170315	29398.11	-44.52	29452.86	29500.08	29358.91	인도 SENSEX	인도
INI@BSE30	20170321	29485.45	-33.29	29525.88	29585.05	29380.14	인도 SENSEX	인도
INI@BSE30	20170324	29421.40	89.24	29350.60	29539.85	29350.17	인도 SENSEX	인도
INI@BSE30	20170327	29237.15	-184.25	29395.68	29420.70	29163.54	인도 SENSEX	인도
INI@BSE30	20170330	29647.42	115.99	29538.03	29684.54	29521.65	인도 SENSEX	인도
INI@BSE30	20170405	29974.24	64.02	29996.03	30007.48	29817.69	인도 SENSEX	인도
INI@BSE30	20170411	29788.35	212.61	29630.06	29804.51	29570.58	인도 SENSEX	인도
INI@BSE30	20170417	29413.66	-47.79	29470.27	29494.08	29363.28	인도 SENSEX	인도
INI@BSE30	20170420	29422.39	85.82	29358.59	29453.06	29341.68	인도 SENSEX	인도
INI@BSE30	20170426	30133.35	190.11	30030.20	30167.09	29968.57	인도 SENSEX	인도
INI@BSE30	20170504	30126.21	231.41	30069.72	30169.95	30007.40	인도 SENSEX	인도
INI@BSE30	20170510	30248.17	314.92	29988.78	30271.60	29987.44	인도 SENSEX	인도
INI@BSE30	20170516	30582.60	260.48	30391.48	30591.55	30363.37	인도 SENSEX	인도
INI@BSE30	20170519	30464.92	30.13	30539.65	30712.35	30338.52	인도 SENSEX	인도
INI@BSE30	20170522	30570.97	106.05	30638.88	30712.15	30516.87	인도 SENSEX	인도
INI@BSE30	20170525	30750.03	448.39	30374.81	30793.43	30352.26	인도 SENSEX	인도
INI@BSE30	20170531	31145.80	-13.6	31222.51	31255.28	31107.48	인도 SENSEX	인도
INI@BSE30	20170606	31190.56	-118.93	31420.85	31430.32	31172.55	인도 SENSEX	인도
INI@BSE30	20170609	31262.06	48.7	31196.86	31289.99	31087.28	인도 SENSEX	인도
INI@BSE30	20170612	31095.70	-166.36	31225.43	31225.43	31044.28	인도 SENSEX	인도
INI@BSE30	20170615	31075.73	-80.18	31222.89	31229.44	31026.48	인도 SENSEX	인도
INI@BSE30	20170621	31283.64	-13.89	31302.18	31336.44	31193.61	인도 SENSEX	인도
INI@BSE30	20170627	30958.25	-179.96	31194.68	31294.96	30847.08	인도 SENSEX	인도
INI@BSE30	20170630	30921.61	64.09	30824.97	30965.45	30680.66	인도 SENSEX	인도
INI@BSE30	20170705	31245.56	35.77	31272.72	31284.64	31177.78	인도 SENSEX	인도
INI@BSE30	20170711	31747.09	31.45	31789.50	31885.11	31718.48	인도 SENSEX	인도
INI@BSE30	20170714	32020.75	-16.63	32099.93	32109.75	31897.87	인도 SENSEX	인도
INI@BSE30	20170717	32074.78	54.03	32053.98	32131.92	32037.21	인도 SENSEX	인도
INI@BSE30	20170720	31904.40	-50.95	32033.82	32057.12	31859.50	인도 SENSEX	인도
INI@BSE30	20170726	32382.46	154.19	32255.99	32413.63	32226.08	인도 SENSEX	인도
INI@BSE30	20170801	32575.17	60.23	32579.80	32632.02	32462.25	인도 SENSEX	인도
INI@BSE30	20170804	32325.41	87.53	32191.12	32352.19	32107.99	인도 SENSEX	인도
INI@BSE30	20170807	32273.67	-51.74	32377.80	32396.14	32235.82	인도 SENSEX	인도
INI@BSE30	20170810	31531.33	-266.51	31750.73	31756.27	31422.80	인도 SENSEX	인도
INI@BSE30	20170816	31770.89	321.86	31566.24	31805.99	31399.35	인도 SENSEX	인도
INI@BSE30	20170822	31291.85	33.0	31393.93	31484.28	31241.50	인도 SENSEX	인도
INI@BSE30	20170828	31750.82	154.76	31756.87	31809.70	31701.67	인도 SENSEX	인도
INI@BSE30	20170831	31730.49	84.03	31685.44	31757.18	31551.85	인도 SENSEX	인도
INI@BSE30	20170906	31661.97	-147.58	31713.50	31727.85	31586.53	인도 SENSEX	인도
INI@BSE30	20170912	32158.66	276.5	32029.15	32172.46	31950.24	인도 SENSEX	인도
INI@BSE30	20170915	32272.61	30.68	32207.63	32356.11	32138.38	인도 SENSEX	인도
INI@BSE30	20170918	32423.76	151.15	32361.37	32508.06	32361.25	인도 SENSEX	인도
INI@BSE30	20170921	32370.04	-30.47	32406.42	32462.61	32164.42	인도 SENSEX	인도
INI@BSE30	20170927	31159.81	-439.95	31785.24	31797.46	31100.80	인도 SENSEX	인도
INI@BSE30	20171005	31592.03	-79.68	31725.85	31772.41	31562.25	인도 SENSEX	인도
INI@BSE30	20171011	31833.99	-90.42	31975.59	32098.46	31769.40	인도 SENSEX	인도
INI@BSE30	20171017	32609.16	-24.48	32654.41	32699.86	32556.74	인도 SENSEX	인도
INI@BSE30	20171023	32506.72	116.76	32411.86	32614.89	32312.74	인도 SENSEX	인도
INI@BSE30	20171026	33147.13	104.63	33025.17	33196.17	32835.06	인도 SENSEX	인도
INI@BSE30	20171101	33600.27	387.14	33344.23	33651.52	33340.62	인도 SENSEX	인도
INI@BSE30	20171107	33370.76	-360.43	33781.01	33865.95	33341.82	인도 SENSEX	인도
INI@BSE30	20171110	33314.56	63.63	33235.75	33380.42	33108.09	인도 SENSEX	인도
INI@BSE30	20171113	33033.56	-281.0	33397.41	33417.30	32999.98	인도 SENSEX	인도
INI@BSE30	20171116	33106.82	346.38	32829.82	33165.15	32829.82	인도 SENSEX	인도
INI@BSE30	20171122	33561.55	83.2	33569.07	33649.46	33465.23	인도 SENSEX	인도
INI@BSE30	20171128	33618.59	-105.85	33726.65	33770.15	33576.65	인도 SENSEX	인도
INI@BSE30	20171206	32597.18	-205.26	32798.50	32804.75	32565.16	인도 SENSEX	인도
INI@BSE30	20171212	33227.99	-227.8	33426.59	33458.41	33179.75	인도 SENSEX	인도
INI@BSE30	20171215	33462.97	216.27	33456.02	33621.96	33405.82	인도 SENSEX	인도
INI@BSE30	20171218	33601.68	138.71	33364.52	33801.90	32595.63	인도 SENSEX	인도
INI@BSE30	20171221	33756.28	-21.1	33826.25	33860.99	33707.80	인도 SENSEX	인도
INI@BSE30	20171227	33911.81	-98.8	33980.76	34136.98	33839.51	인도 SENSEX	인도
INI@BSE30	20180101	33812.75	-244.08	34059.99	34101.13	33766.15	인도 SENSEX	인도
INI@BSE30	20180104	33969.64	176.26	33912.49	33995.40	33802.13	인도 SENSEX	인도
INI@BSE30	20180110	34433.07	-10.12	34538.78	34565.63	34311.63	인도 SENSEX	인도
INI@BSE30	20180116	34771.05	-72.46	34877.71	34936.03	34735.55	인도 SENSEX	인도
INI@BSE30	20180119	35511.58	251.29	35339.11	35542.17	35221.16	인도 SENSEX	인도
INI@BSE30	20180122	35798.01	286.43	35613.97	35827.70	35544.68	인도 SENSEX	인도
INI@BSE30	20180125	36050.44	-111.2	36208.39	36247.02	35823.35	인도 SENSEX	인도
INI@BSE30	20180131	35965.02	-68.71	35951.64	36050.69	35818.41	인도 SENSEX	인도
INI@BSE30	20180206	34195.94	-561.22	33753.78	34521.01	33482.81	인도 SENSEX	인도
INI@BSE30	20180209	34005.76	-407.4	34002.45	34070.73	33849.65	인도 SENSEX	인도
INI@BSE30	20180212	34300.47	294.71	34203.34	34351.34	34115.12	인도 SENSEX	인도
INI@BSE30	20180215	34297.47	141.52	34207.57	34535.08	34186.01	인도 SENSEX	인도
INI@BSE30	20180221	33844.86	141.27	33813.83	33911.36	33702.50	인도 SENSEX	인도
INI@BSE30	20180227	34346.39	-99.36	34558.56	34610.79	34314.87	인도 SENSEX	인도
INI@BSE30	20180305	33746.78	-300.16	34034.28	34034.28	33653.41	인도 SENSEX	인도
INI@BSE30	20180308	33351.57	318.48	33244.52	33439.97	33037.48	인도 SENSEX	인도
INI@BSE30	20180314	33835.74	-21.04	33733.55	33875.15	33580.69	인도 SENSEX	인도
INI@BSE30	20180320	32996.76	73.64	32876.48	33102.74	32810.86	인도 SENSEX	인도
INI@BSE30	20180323	32596.54	-409.73	32650.89	32720.03	32483.84	인도 SENSEX	인도
INI@BSE30	20180326	33066.41	469.87	32536.44	33115.41	32515.17	인도 SENSEX	인도
INI@BSE30	20180404	33019.07	-351.56	33437.52	33505.53	32972.56	인도 SENSEX	인도
INI@BSE30	20180410	33880.25	91.71	33880.11	33949.98	33813.30	인도 SENSEX	인도
INI@BSE30	20180413	34192.65	91.52	34167.53	34313.14	34103.53	인도 SENSEX	인도
INI@BSE30	20180416	34305.43	112.78	33944.73	34341.46	33899.34	인도 SENSEX	인도
INI@BSE30	20180419	34427.29	95.61	34403.67	34478.82	34358.91	인도 SENSEX	인도
INI@BSE30	20180425	34501.27	-115.37	34593.17	34631.27	34400.56	인도 SENSEX	인도
INI@BSE30	20180503	35103.14	-73.28	35257.31	35257.31	35020.08	인도 SENSEX	인도
INI@BSE30	20180509	35319.35	103.03	35198.08	35404.83	35134.20	인도 SENSEX	인도
INI@BSE30	20180515	35543.94	-12.77	35537.85	35993.53	35497.92	인도 SENSEX	인도
INI@BSE30	20180518	34848.30	-300.82	35143.59	35163.11	34821.62	인도 SENSEX	인도
INI@BSE30	20180521	34616.13	-232.17	34873.16	34973.95	34593.82	인도 SENSEX	인도
INI@BSE30	20180524	34663.11	318.2	34404.14	34741.46	34367.83	인도 SENSEX	인도
INI@BSE30	20180530	34906.11	-43.13	34876.13	35017.45	34735.11	인도 SENSEX	인도
INI@BSE30	20180605	34903.21	-108.68	35029.45	35073.12	34784.68	인도 SENSEX	인도
INI@BSE30	20180608	35443.67	-19.41	35406.47	35484.94	35260.00	인도 SENSEX	인도
INI@BSE30	20180611	35483.47	39.8	35472.59	35704.84	35444.49	인도 SENSEX	인도
INI@BSE30	20180614	35599.82	-139.34	35743.10	35749.88	35488.55	인도 SENSEX	인도
INI@BSE30	20180620	35547.33	260.59	35329.61	35571.37	35329.51	인도 SENSEX	인도
INI@BSE30	20180626	35490.04	19.69	35355.72	35616.64	35338.09	인도 SENSEX	인도
INI@BSE30	20180629	35423.48	385.84	35128.16	35459.05	35099.65	인도 SENSEX	인도
INI@BSE30	20180704	35645.40	266.8	35385.52	35667.31	35309.67	인도 SENSEX	인도
INI@BSE30	20180710	36239.62	304.9	36068.27	36274.33	36019.63	인도 SENSEX	인도
INI@BSE30	20180713	36541.63	-6.78	36635.14	36740.07	36501.61	인도 SENSEX	인도
INI@BSE30	20180716	36323.77	-217.86	36658.71	36658.71	36298.94	인도 SENSEX	인도
INI@BSE30	20180719	36351.23	-22.21	36509.08	36515.58	36279.33	인도 SENSEX	인도
INI@BSE30	20180725	36858.23	33.13	36928.06	36947.18	36803.15	인도 SENSEX	인도
INI@BSE30	20180731	37606.58	112.18	37534.95	37644.59	37298.75	인도 SENSEX	인도
